"","name","parentid","level","path_2","path_3","path_4","path_5","path_6","path_7"
"10488","Nkuene (ACK) Dispensary","OnNcTsJgfvL","4","HfVjCurKxh2","Y52XNJ50hYb","OnNcTsJgfvL","z7cSUciVqsl",NA,NA
"10489","Nkunjumu Dispensary","AFIlzKNxXST","4","HfVjCurKxh2","Y52XNJ50hYb","AFIlzKNxXST","G5aJTSItU7v",NA,NA
"10490","Nkutuk Elmuget Dispensary","ldZ10N9unC9","4","HfVjCurKxh2","o36zCRjSd4G","ldZ10N9unC9","D4fYExYuVJ5",NA,NA
"10491","Nkwego Dispensary","JmE1qRVQD4F","4","HfVjCurKxh2","T4urHM47nlm","JmE1qRVQD4F","wdakR0Bw8ce",NA,NA
"10492","No 4 Community Health Clinic","aiqi2bz0IMI","4","HfVjCurKxh2","qKzosKQPl6G","aiqi2bz0IMI","t88a56Z4xye",NA,NA
"10493","Noble Medical Clinic","BxfsSc6Svrc","4","HfVjCurKxh2","yhCUgGcCcOo","BxfsSc6Svrc","ZJpU4sT6rdo",NA,NA
"10494","NO FACILITY DUPLICATION","QwGkDS0DNls","4","HfVjCurKxh2","ob6SxuRcqU4","QwGkDS0DNls","Y0Kypu86s0J",NA,NA
"10495","Nogirwet Community Health Unit","fMFsmycdb6z","5","HfVjCurKxh2","HMNARUV2CW4","PUhMyfDD2xp","fMFsmycdb6z","wATUEbZJ54l",NA
"10496","Noigam Community Health Unit","xmCIA3BSudt","5","HfVjCurKxh2","mThvosEflAU","f18kGo9yXWo","xmCIA3BSudt","NurTiF7VN07",NA
"10497","Nolasit Dispensary","eyADpAXM834","4","HfVjCurKxh2","Hsk1YV8kHkT","eyADpAXM834","G40Q6j8KZBa",NA,NA
"10498","Nomorio Community Unit","frRRooy3bcD","5","HfVjCurKxh2","KGHhQ5GLd4k","ZCYATXdLsL1","frRRooy3bcD","txIuY2ERfV3",NA
"10499","Nopri Medical Centre","xWAZBULwGxp","4","HfVjCurKxh2","nrI2khZx3d0","xWAZBULwGxp","GgRALevPB5W",NA,NA
"10500","Nopri Medical Clinic","SBz4c48i24Y","4","HfVjCurKxh2","qKzosKQPl6G","SBz4c48i24Y","Rl1hoY0QIKp",NA,NA
"10501","North Alungo Community Health Unit","gYaEWAxDwbL","5","HfVjCurKxh2","tAbBVBbueqD","LRNmnMw1fBs","gYaEWAxDwbL","E0uc8F43ngr",NA
"10502","North Eastern Medical Centre","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","jgQSk42kR7r",NA,NA
"10503","Northern Medical Clinic","fGr9rRvaovO","4","HfVjCurKxh2","R6f9znhg37c","fGr9rRvaovO","UROC8xcmlG8",NA,NA
"10504","North Horr Health Centre","j6fqt5TYqPZ","4","HfVjCurKxh2","Eey8fT4Im3y","j6fqt5TYqPZ","GaTME9yPkIr",NA,NA
"10505","North Horr  Sub County","Eey8fT4Im3y","3","HfVjCurKxh2","Eey8fT4Im3y","j6fqt5TYqPZ",NA,NA,NA
"10506","North Kabura Community Health Unit","dzlUVt1ajq1","5","HfVjCurKxh2","nK0A12Q7MvS","i2Y2fyNoFyZ","dzlUVt1ajq1","F6VyvtPBShp",NA
"10507","North Kamwango Community Health Unit","RuVa3z3qxpv","5","HfVjCurKxh2","fVra3Pwta0Q","fT37q3rXQ35","RuVa3z3qxpv","v2n3iVuzNOQ",NA
"10508","North Kanyabala Community Health Unit","KgZZAFbhdee","5","HfVjCurKxh2","nK0A12Q7MvS","Ur2xRBDtazT","KgZZAFbhdee","L8puXmXwmfI",NA
"10509","North Kapuonja Community Health Unit","RuEWpmWUmCM","5","HfVjCurKxh2","tAbBVBbueqD","YzEDO9Mq4TR","RuEWpmWUmCM","mEWaI7UCChJ",NA
"10510","North Kinangop Catholic Hospital","RAnL5kBKMIt","4","HfVjCurKxh2","mYZacFNIB3h","RAnL5kBKMIt","gCRidS1x9ty",NA,NA
"10511","North Kombok","Z5pVNJJr6WL","5","HfVjCurKxh2","fVra3Pwta0Q","ka9Uv3Ckcbd","Z5pVNJJr6WL","TiCmVzw5qQO",NA
"10512","North Kowe Community Health Unit","j6QLHcTeO6f","5","HfVjCurKxh2","tAbBVBbueqD","LRNmnMw1fBs","j6QLHcTeO6f","rtoEbFLQptH",NA
"10513","Northlake Community Health Unit","SezKPZmA70j","5","HfVjCurKxh2","ob6SxuRcqU4","hBU8B1KI12P","SezKPZmA70j","m2Df3Uu1XLR",NA
"10514","North Ramba A Community Health Unit","QYhKgi9NMUr","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","QYhKgi9NMUr","tfrizk806Mx",NA
"10515","North Ramba B Community Health Unit","QYhKgi9NMUr","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","QYhKgi9NMUr","FlMaWzfeeub",NA
"10516","North Ramba C Community Health Unit","QYhKgi9NMUr","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","QYhKgi9NMUr","MrkDgjgtAxV",NA
"10517","North Ratta Community Health Unit","aTQwZSIIxPA","5","HfVjCurKxh2","tAbBVBbueqD","LRNmnMw1fBs","aTQwZSIIxPA","fuTxcBwpTyU",NA
"10518","Northshore Medical Centre","xWAZBULwGxp","4","HfVjCurKxh2","nrI2khZx3d0","xWAZBULwGxp","A2Tn3rOsXk9",NA,NA
"10519","North Star Alliance Clinic","toa2Hl7iVQI","4","HfVjCurKxh2","BoDytkJQ4Qi","toa2Hl7iVQI","X1yVDlbUksD",NA,NA
"10520","North Star Alliance VCT","OK0hW8DFHq3","4","HfVjCurKxh2","ob6SxuRcqU4","OK0hW8DFHq3","atkeK7ODMj3",NA,NA
"10521","North Star Alliance Wellness Centre","mYlMs4xTj82","4","HfVjCurKxh2","pZqQRRW7PHP","mYlMs4xTj82","ZruCMn5KySE",NA,NA
"10522","North Star Wellness Centre","yZJJPoSGhY6","4","HfVjCurKxh2","ob6SxuRcqU4","yZJJPoSGhY6","teVXsmXLymF",NA,NA
"10523","Npi -Shap","nKHlZyN0lt9","4","HfVjCurKxh2","jkG3zaihdSs","nKHlZyN0lt9","PJ1lFBkbcgO",NA,NA
"10524","Nsis Health Centre (Ruaraka)","Cc8uEFkzfVf","4","HfVjCurKxh2","jkG3zaihdSs","Cc8uEFkzfVf","HPVki5IAw86",NA,NA
"10525","Ntemwene Dispensary","AFIlzKNxXST","4","HfVjCurKxh2","Y52XNJ50hYb","AFIlzKNxXST","YFxIyCBX0oG",NA,NA
"10526","Ntemwene Medical Clinic","AFIlzKNxXST","4","HfVjCurKxh2","Y52XNJ50hYb","AFIlzKNxXST","QcD0iwxvVe3",NA,NA
"10527","Ntha Clinic","JmE1qRVQD4F","4","HfVjCurKxh2","T4urHM47nlm","JmE1qRVQD4F","hJyDR40SGVT",NA,NA
"10528","Nthagaiya Catholic Dispensary","kMSLkN4nsRl","4","HfVjCurKxh2","PFu8alU2KWG","kMSLkN4nsRl","IlWbjdTM42i",NA,NA
"10529","Nthambiro Catholic Dispensary","TPfcUHno8oP","4","HfVjCurKxh2","Y52XNJ50hYb","TPfcUHno8oP","EyTFMXpkEUR",NA,NA
"10530","Nthambiro Catholic Dispensary (Remove)","TPfcUHno8oP","4","HfVjCurKxh2","Y52XNJ50hYb","TPfcUHno8oP","h5FCktreig6",NA,NA
"10531","Nthambiro Dispensary","TPfcUHno8oP","4","HfVjCurKxh2","Y52XNJ50hYb","TPfcUHno8oP","ih5hkcBBCDG",NA,NA
"10532","Nthangu Dispensary","XAy1bjurhLU","4","HfVjCurKxh2","BoDytkJQ4Qi","XAy1bjurhLU","meGPe0LmYT4",NA,NA
"10533","Ntharawe Community Unit","O4UOhTLcPVw","5","HfVjCurKxh2","PFu8alU2KWG","AvnM6jKoocs","O4UOhTLcPVw","FTmgG2Ea9oS",NA
"10534","Ntharene Medical Clinic","AFIlzKNxXST","4","HfVjCurKxh2","Y52XNJ50hYb","AFIlzKNxXST","XBCAeNRTpCm",NA,NA
"10535","Nthimbani Dispensary","XAy1bjurhLU","4","HfVjCurKxh2","BoDytkJQ4Qi","XAy1bjurhLU","Pp0gllPEcrz",NA,NA
"10536","Nthongoni Community Health Unit","XyUyZFd66aA","5","HfVjCurKxh2","j8o6iO4Njsi","vbauk0RRq9N","XyUyZFd66aA","Id4DkJ2nrNf",NA
"10537","Nthongoni Community Unit","qzp1rXyNKFL","5","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","qzp1rXyNKFL","pj4PylO0pjF",NA
"10538","Nthongoni Dispensary (Kitui)","vbauk0RRq9N","4","HfVjCurKxh2","j8o6iO4Njsi","vbauk0RRq9N","XyUyZFd66aA",NA,NA
"10539","Nthongoni Health Centre (Kibwezi)","ZhhyithPNoI","4","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","qzp1rXyNKFL",NA,NA
"10540","Nthungululu Dispensary","CeukNtGhW7J","4","HfVjCurKxh2","yhCUgGcCcOo","CeukNtGhW7J","Sdw5yUg50rH",NA,NA
"10541","Nthunguni Community Health Unit","fmzmogfstWG","5","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","fmzmogfstWG","V1qjwmYzE9s",NA
"10542","Nthunguni Dispensary","ZhhyithPNoI","4","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","Fy0sv0vW2r0",NA,NA
"10543","Nthwanguu Dispensary","fYYivceocJ2","4","HfVjCurKxh2","yhCUgGcCcOo","fYYivceocJ2","upkHgUSTE2Z",NA,NA
"10544","Ntima Medical Clinic","BDxUGx86itV","4","HfVjCurKxh2","Y52XNJ50hYb","BDxUGx86itV","cSdmafBQ3Hw",NA,NA
"10545","Ntimaru Clinic","THm2tCJa2ZQ","4","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","rEcRYHUJSF5",NA,NA
"10546","Ntimaru Community Health Unit","xt2lltkTLza","5","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","xt2lltkTLza","V2OrvdRzYLH",NA
"10547","Ntimaru Sub-District Hospital","THm2tCJa2ZQ","4","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","xt2lltkTLza",NA,NA
"10548","Ntirimiti Dispensary","xN5aPo4ZOIt","4","HfVjCurKxh2","Y52XNJ50hYb","xN5aPo4ZOIt","yaq6ynfKVrN",NA,NA
"10549","Ntodevi Med Clinic","wtuGWT7KjVm","4","HfVjCurKxh2","Y52XNJ50hYb","wtuGWT7KjVm","p0GGVt8jd0X",NA,NA
"10550","Ntonyiri Health Services","G9DoZvSdGLx","4","HfVjCurKxh2","Y52XNJ50hYb","G9DoZvSdGLx","g40cWR0ueDS",NA,NA
"10551","Ntulele Community Unit","Imf8ZJofDZe","5","HfVjCurKxh2","kqJ83J2D72s","gZM3NbHaugk","Imf8ZJofDZe","mEVzRhW7K4L",NA
"10552","Ntulele Health Centre","gZM3NbHaugk","4","HfVjCurKxh2","kqJ83J2D72s","gZM3NbHaugk","Imf8ZJofDZe",NA,NA
"10553","Ntumburi Dispensary","xN5aPo4ZOIt","4","HfVjCurKxh2","Y52XNJ50hYb","xN5aPo4ZOIt","ReUyBZid6Af",NA,NA
"10554","Ntunygi Medical Clinic","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","PsGrBeNz6h7",NA,NA
"10555","Nturukuma Dispensary","pF6qPMIlHte","4","HfVjCurKxh2","xuFdFy6t9AH","pF6qPMIlHte","WHVev0sJNiT",NA,NA
"10556","Nturumeti Dispensary","gZM3NbHaugk","4","HfVjCurKxh2","kqJ83J2D72s","gZM3NbHaugk","whQyfhyCoEB",NA,NA
"10557","Nucleus Community Unit","uBuA0tgQVms","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","uBuA0tgQVms","iuOxTYCkjzI",NA
"10558","Nuffield Nursing Home","j7GpbairCOi","4","HfVjCurKxh2","jkG3zaihdSs","j7GpbairCOi","CSb90eTzexa",NA,NA
"10559","Nunguni Medical Clinic","XAy1bjurhLU","4","HfVjCurKxh2","BoDytkJQ4Qi","XAy1bjurhLU","zmrsAh2k6NP",NA,NA
"10560","Nuru Health Care Centre","xWAZBULwGxp","4","HfVjCurKxh2","nrI2khZx3d0","xWAZBULwGxp","iJggr2bEfc3",NA,NA
"10561","Nuru Lutheran VCT","LO5he3DtiFG","4","HfVjCurKxh2","jkG3zaihdSs","LO5he3DtiFG","nrUCxFhQtL5",NA,NA
"10562","Nuu Catholic Dispensary","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","JiATg9WAIRG",NA,NA
"10563","Nuu Medical Clinic","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","KU5uWjVbuvg",NA,NA
"10564","Nuu Sub-District Hospital","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","duh1uCn73Ys",NA,NA
"10565","Nyaani Community Unit","eOdo6yQqfrn","5","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","eOdo6yQqfrn","azSZwujo8jG",NA
"10566","Nyaani Dispensary","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","eOdo6yQqfrn",NA,NA
"10567","Nyabangi Dispensary","YnIAWg1T4AY","4","HfVjCurKxh2","ihZsJ8alvtb","YnIAWg1T4AY","rPt46l6dlmo",NA,NA
"10568","Nyabeda Community Health Unit","BTkvpaSEq55","5","HfVjCurKxh2","u4t9H8XyU9P","PKeFksHlJkB","BTkvpaSEq55","ikTsqMJpATP",NA
"10569","Nyabera Community Unit","vn36KyrP17l","5","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","vn36KyrP17l","uOdwLXiVSpc",NA
"10570","Nyabera Lower Community Unit","ttjlT9tfGCj","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","ttjlT9tfGCj","dZhpeBEkD6B",NA
"10571","Nyabera Upper Community Health Unit","ttjlT9tfGCj","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","ttjlT9tfGCj","x72J3hq8Kyr",NA
"10572","Nyabikaye Community Unit","JsvfJlCCwqJ","5","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","JsvfJlCCwqJ","DYiNshaw4Tp",NA
"10573","Nyabikaye Dispensary","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","cXP5RZ3ZMEP",NA,NA
"10574","Nyabikomu Dispensary","ABuzigW8Lzw","4","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","W3iNwb9EMIU",NA,NA
"10575","Nyabikongori Community Health Unit","kVVmxGZKCfA","5","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","kVVmxGZKCfA","frTBrYlJmTt",NA
"10576","Nyabiosi Community Health Unit","DQ9uKSobLf0","5","HfVjCurKxh2","uepLTG8wGWJ","Qn5Fff2lIDz","DQ9uKSobLf0","tg3dOj3bzNx",NA
"10577","Nyabiosi Dispensary","WHG67QCDRS9","4","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","yHbqGh3xWsy",NA,NA
"10578","Nyabioto Dispensary","zCCIu1Vi3Wh","4","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","UA0iSIHHIpp",NA,NA
"10579","Nyabite Clinic","cxjRPbvhjzr","4","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","mOowdw5poMT",NA,NA
"10580","Nyabokarange Dispensary","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","hHb5SzuuyHK",NA,NA
"10581","Nyabola CDF Dispensary","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","jzLxTVPy6wv",NA,NA
"10582","Nyabola Dispensary","NhsAMiaS0TD","4","HfVjCurKxh2","nK0A12Q7MvS","NhsAMiaS0TD","jGVRML7tMfM",NA,NA
"10583","Nyabomo Community Unit","cLo2mMOlSkq","5","HfVjCurKxh2","fVra3Pwta0Q","D2lsuEzZAJP","cLo2mMOlSkq","OJJebi6lSZ1",NA
"10584","Nyabomo Community Unit","R7cVUaPd35q","5","HfVjCurKxh2","mThvosEflAU","pzZHpL2ueIn","R7cVUaPd35q","rs5Y4nv61qx",NA
"10585","Nyabondo Mission Hospital","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","T4fYNeKF5gb",NA,NA
"10586","Nyabondo Rehabilitation Centre","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","OOAGjYKVUEn",NA,NA
"10587","Nyaburi Clinic","VtuwXD7O1O9","4","HfVjCurKxh2","fVra3Pwta0Q","VtuwXD7O1O9","ghUdW9zdUuu",NA,NA
"10588","Nyabururu Dispensary","gPR82w2xgJZ","4","HfVjCurKxh2","sPkRcDvhGWA","gPR82w2xgJZ","zHyCadIw4QU",NA,NA
"10589","Nyache Community Unit","vGsSZnuccgd","5","HfVjCurKxh2","QyGNX2DpR4h","AM36DdkZ36Y","vGsSZnuccgd","jGSZInnnVyB",NA
"10590","Nyache Health Centre","AM36DdkZ36Y","4","HfVjCurKxh2","QyGNX2DpR4h","AM36DdkZ36Y","vGsSZnuccgd",NA,NA
"10591","Nyacheki Sub-District Hospital","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","difHM52kujJ",NA,NA
"10592","Nyachenge Community Health Unit","ExwoXh1q0Dd","5","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","ExwoXh1q0Dd","WS7he2oPjfQ",NA
"10593","Nyachenge Dispensary","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","ExwoXh1q0Dd",NA,NA
"10594","Nyachichi CommunityUnity","uepLTG8wGWJ","3","HfVjCurKxh2","uepLTG8wGWJ","j9Dc7Oulc5A",NA,NA,NA
"10595","Nyachichi Community Unity","YVbnjQr0hoD","5","HfVjCurKxh2","uepLTG8wGWJ","f3AcdRzgTwz","YVbnjQr0hoD","zVKVy5SIroB",NA
"10596","Nyachogochogo Communit Unit","mrUbVs4rrdT","5","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","mrUbVs4rrdT","CRmme9Pt21n",NA
"10597","Nyachogochogo Dispensary","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","mrUbVs4rrdT",NA,NA
"10598","Nyadenda Community Health Unit","Fu2ibdRJ8on","5","HfVjCurKxh2","nK0A12Q7MvS","HoRW5aISmiD","Fu2ibdRJ8on","gULPPkN9cUp",NA
"10599","Nyadenda Health Centre","HoRW5aISmiD","4","HfVjCurKxh2","nK0A12Q7MvS","HoRW5aISmiD","Fu2ibdRJ8on",NA,NA
"10600","Nyadhi Community Health Unit","nKDcsLqOt81","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","nKDcsLqOt81","naGy9zIELeT",NA
"10601","Nyadhi Dispensary","Cu46otDi1RO","4","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","nKDcsLqOt81",NA,NA
"10602","Nyadhiwa Community Unit","swdibQaVyEC","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","swdibQaVyEC","yWKg2Gs9xZk",NA
"10603","Nyadorera A Community Health Unit","YjzBFHmaVTv","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","YjzBFHmaVTv","DroU9iE0WNx",NA
"10604","Nyadorera B Community Health Unit","bXn7IY2ZYMz","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","bXn7IY2ZYMz","myRUVmIc3HX",NA
"10605","Nyadundo Community Health Unit","Ty7UTI6ULgR","5","HfVjCurKxh2","ob6SxuRcqU4","zQEuNRaPYgE","Ty7UTI6ULgR","Ty9T8lWMTwa",NA
"10606","Nyaga Community Health Unit","dsbD2Xdq2Zg","5","HfVjCurKxh2","qKzosKQPl6G","E7tkGikenbD","dsbD2Xdq2Zg","vBNjp9poZAm",NA
"10607","Nyagancha Dispensary","Qn5Fff2lIDz","4","HfVjCurKxh2","uepLTG8wGWJ","Qn5Fff2lIDz","q1fSSC4w9pO",NA,NA
"10608","Nyagani Dispensary","wQ8XjZ7zVwL","4","HfVjCurKxh2","T4urHM47nlm","wQ8XjZ7zVwL","N1llXngITyV",NA,NA
"10609","Nyagari Dispensary (CDF)","kMSLkN4nsRl","4","HfVjCurKxh2","PFu8alU2KWG","kMSLkN4nsRl","kglMtsA3Vn4",NA,NA
"10610","Nyagenke Community Unity","CSHDsXBlP7m","5","HfVjCurKxh2","sPkRcDvhGWA","ntRK47D5dYL","CSHDsXBlP7m","DrQYx73QQHN",NA
"10611","Nyagesenda Dispensary","cQkF9l9wePP","4","HfVjCurKxh2","sPkRcDvhGWA","cQkF9l9wePP","ofMxthtWkGU",NA,NA
"10612","Nyagichenche (SDA) Dispensary","WHG67QCDRS9","4","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","GsNEkLm5djT",NA,NA
"10613","Nyagiki Community Unit","BpA1QfuzeIZ","5","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","BpA1QfuzeIZ","i0DlEwVSZWf",NA
"10614","Nyagiki Dispensary","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","BpA1QfuzeIZ",NA,NA
"10615","Nyagiti Dispensary","U9CLTNIwehR","4","HfVjCurKxh2","ahwTMNAJvrL","U9CLTNIwehR","vIU1CDKwkzq",NA,NA
"10616","Nyagoko Dispensary","XcRpb1xsM64","4","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","UKLTU9SVDp3",NA,NA
"10617","Nyagoko East Community Health Unit","UKLTU9SVDp3","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","UKLTU9SVDp3","m4Jmvl0VkXo",NA
"10618","Nyagoko West Community Health Unit","UKLTU9SVDp3","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","UKLTU9SVDp3","Fb2W54AONnu",NA
"10619","Nyagoro Health Centre","iK2Jk2AxhlD","4","HfVjCurKxh2","nK0A12Q7MvS","iK2Jk2AxhlD","HIEDhEPPVCE",NA,NA
"10620","Nyagoto Dispensary","cQkF9l9wePP","4","HfVjCurKxh2","sPkRcDvhGWA","cQkF9l9wePP","Sl1MkMfCluS",NA,NA
"10621","Nyagowa Elck Dispensary","NhsAMiaS0TD","4","HfVjCurKxh2","nK0A12Q7MvS","NhsAMiaS0TD","M4MBI8p8WUr",NA,NA
"10622","Nyaguda Community Health Unit","NETZipsOma4","5","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","NETZipsOma4","CChGEi1dtmc",NA
"10623","Nyaguda Dispensary","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","NETZipsOma4",NA,NA
"10624","Nyaguta Dispensary","fFh3beH29fD","4","HfVjCurKxh2","sPkRcDvhGWA","fFh3beH29fD","ockWumTDpLJ",NA,NA
"10625","Nyagwara Dispensary","XcRpb1xsM64","4","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","rgAAYE224Cd",NA,NA
"10626","Nyagwekoa Community Unit","d9MqCk2B3Gs","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","d9MqCk2B3Gs","RKeE6mKmW5v",NA
"10627","Nyagwethe Community Health Unit","Leb942gNGeK","5","HfVjCurKxh2","nK0A12Q7MvS","HoRW5aISmiD","Leb942gNGeK","zhoWd2ABbqa",NA
"10628","Nyagwethe Dispensary","HoRW5aISmiD","4","HfVjCurKxh2","nK0A12Q7MvS","HoRW5aISmiD","bKs1jzZiod2",NA,NA
"10629","Nyahera Community Health Unit","jO55LWzNxCv","5","HfVjCurKxh2","tAbBVBbueqD","YzEDO9Mq4TR","jO55LWzNxCv","LvMtPjl4G4j",NA
"10630","Nyahera Sub District Hospital","YzEDO9Mq4TR","4","HfVjCurKxh2","tAbBVBbueqD","YzEDO9Mq4TR","jO55LWzNxCv",NA,NA
"10631","Nyahururu Catholic Dispensary","mmrNxWfwwpZ","4","HfVjCurKxh2","xuFdFy6t9AH","mmrNxWfwwpZ","vLULDgKL9cV",NA,NA
"10632","Nyahururu District Hospital","mmrNxWfwwpZ","4","HfVjCurKxh2","xuFdFy6t9AH","mmrNxWfwwpZ","dAPS3WNKy1K",NA,NA
"10633","Nyahururu Private Hospital","mmrNxWfwwpZ","4","HfVjCurKxh2","xuFdFy6t9AH","mmrNxWfwwpZ","sTyJB0A2r0Y",NA,NA
"10634","Nyahururu Sub County","xuFdFy6t9AH","3","HfVjCurKxh2","xuFdFy6t9AH","mmrNxWfwwpZ",NA,NA,NA
"10635","Nyaiguta Dispensary","Qn5Fff2lIDz","4","HfVjCurKxh2","uepLTG8wGWJ","Qn5Fff2lIDz","JTPVtOaVuJl",NA,NA
"10636","Nyairoko Dispensary","AOpDd02bZcF","5","HfVjCurKxh2","mYZacFNIB3h","fVSw60UAC3W","AOpDd02bZcF","jlsHZMUOgS9",NA
"10637","Nyaitara Community Health Unit","wF8EXwtaV2q","5","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","wF8EXwtaV2q","AHd61cR1WQW",NA
"10638","Nyaitara Dispensary","THm2tCJa2ZQ","4","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","wF8EXwtaV2q",NA,NA
"10639","Nyajimo Medical Clinic","YZAZ1a9MIvX","4","HfVjCurKxh2","qKzosKQPl6G","YZAZ1a9MIvX","W3HB7ZZIVyT",NA,NA
"10640","Nyajuok Community Health Unit","kuzvgtX2kyS","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","kuzvgtX2kyS","ixFNCesvVCy",NA
"10641","Nyakach (AIC) Dispensary","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","zdklzerrVxH",NA,NA
"10642","Nyakach County Hospital","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","ffLvCT7DuPc",NA,NA
"10643","Nyakach Sub County","tAbBVBbueqD","3","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj",NA,NA,NA
"10644","Nyakahuho Dispensary","zT8Zj5vNYCy","4","HfVjCurKxh2","ptWVfaCIdVx","zT8Zj5vNYCy","jwnnbDVJNqC",NA,NA
"10645","Nyakegogi Community Unit","VoLlHiVh09V","5","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","VoLlHiVh09V","F8uJUw53Px5",NA
"10646","Nyakegogi Dispensary","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","VoLlHiVh09V",NA,NA
"10647","Nyakeiri Community Unit","AuletUO24bE","5","HfVjCurKxh2","sPkRcDvhGWA","cQkF9l9wePP","AuletUO24bE","uzslJtyteJJ",NA
"10648","Nyakenimo2  Community Unit","EKgRy3CAlod","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","EKgRy3CAlod","dbOZGYds96Q",NA
"10649","Nyakeninmo1 Community Unit","grOgz9Y2EUz","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","grOgz9Y2EUz","fZxqZVb1aSY",NA
"10650","Nyakhobi Community Health Unit","vpcUN6fhhfX","5","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","vpcUN6fhhfX","oji5sY589hw",NA
